filename,image_path,label,class_idx,md5,title,motif_source,technique,layout_pattern,composition,color_style,weavability_note,cultural_context,prompt
flora/F-057-flora_101.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-057-flora_101.jpg,flora,0,751557d0bdfa21c917f94607d359d96f,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola acak terkontrol,irama repetitif; irama repetitif; kesatuan ornamen,warna cerah khas kain upacara Bali,layak diterapkan pada proses ikat tenun Endek,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola acak terkontrol, dengan irama repetitif, irama repetitif, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-058-flora_92.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-058-flora_92.jpg,flora,0,3f47a21944dd4b290dea2f4c05ba82c1,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,stilasi,pola acak terkontrol,kesatuan ornamen; proporsi seimbang; kesatuan ornamen,warna hijau dan kuning yang harmonis,struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola acak terkontrol, dengan kesatuan ornamen, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-059-flora_110.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-059-flora_110.jpg,flora,0,09565ea378a4c17bfdfc656ced5ec6b2,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,distorsi,pola tunggal,proporsi seimbang; klimaks visual yang jelas; kesatuan ornamen,warna hijau dan kuning yang harmonis,motif tetap terbaca pada skala benang,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola tunggal, dengan proporsi seimbang, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-060-flora_93.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-060-flora_93.jpg,flora,0,c310d62897f8e0dceac3c69d28b45f68,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,distorsi,pola ulang menyeluruh,keseimbangan visual; kesatuan ornamen; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola ulang menyeluruh, dengan keseimbangan visual, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-061-flora_98.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-061-flora_98.jpg,flora,0,16691f0bc1b4c2b6811fadaac0bd7e1c,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,distorsi,pola ulang menyeluruh,kesatuan ornamen; proporsi seimbang; kesatuan ornamen,warna cerah khas kain upacara Bali,motif tetap terbaca pada skala benang,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola ulang menyeluruh, dengan kesatuan ornamen, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-062-flora_99.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-062-flora_99.jpg,flora,0,7480df462ade7bc0fd0f4ed757008719,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,stilasi,pola tunggal,irama repetitif; kesatuan ornamen; kesatuan ornamen,warna hijau dan kuning yang harmonis,layak diterapkan pada proses ikat tenun Endek,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola tunggal, dengan irama repetitif, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-063-flora_96.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-063-flora_96.jpg,flora,0,137e37c16b33bda216d3f20a49a7bee8,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,deformasi,pola tunggal,irama repetitif; proporsi seimbang; kesatuan ornamen,warna hijau dan kuning yang harmonis,"mempertimbangkan jarak antar ikatan minimal 0,5 cm agar warna celupan dapat masuk",menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola tunggal, dengan irama repetitif, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus mempertimbangkan jarak antar ikatan minimal 0,5 cm agar warna celupan dapat masuk, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-064-flora_105.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-064-flora_105.jpg,flora,0,70c42ffd7dc9e95d4e8db23736ca2e44,Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian,bunga kamboja sebagai simbol kesucian,deformasi,pola tunggal,klimaks visual yang jelas; klimaks visual yang jelas; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga kamboja sebagai simbol kesucian. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola tunggal, dengan klimaks visual yang jelas, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-065-flora_116.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-065-flora_116.jpg,flora,0,37c22cbb20fed29d3789618efdd2a2ea,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola ulang himpunan,keseimbangan visual; keseimbangan visual; kesatuan ornamen,warna cerah khas kain upacara Bali,layak diterapkan pada proses ikat tenun Endek,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang himpunan, dengan keseimbangan visual, keseimbangan visual, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-066-flora_88.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-066-flora_88.jpg,flora,0,4fc6d841ce690c5cbbff3424ea2e2a8e,Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian,bunga kamboja sebagai simbol kesucian,stilasi,pola ulang himpunan,keseimbangan visual; klimaks visual yang jelas; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",motif tetap terbaca pada skala benang,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga kamboja sebagai simbol kesucian. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang himpunan, dengan keseimbangan visual, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
flora/F-067-flora_115.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-067-flora_115.jpg,flora,0,61b092bfb68e9cca9061691cbf949992,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,stilasi,pola acak terkontrol,klimaks visual yang jelas; kesatuan ornamen; kesatuan ornamen,"warna coklat, krem, dan emas bernuansa tradisional",mempertahankan karakter tekstur tenun ikat tradisional,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola acak terkontrol, dengan klimaks visual yang jelas, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna coklat, krem, dan emas bernuansa tradisional. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
flora/F-068-flora_87.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-068-flora_87.jpg,flora,0,8200348114ffda8f498595f00c148d62,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,deformasi,pola tunggal,kontras bentuk dan warna; keseimbangan visual; kesatuan ornamen,"warna coklat, krem, dan emas bernuansa tradisional",motif tetap terbaca pada skala benang,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola tunggal, dengan kontras bentuk dan warna, keseimbangan visual, dan kesatuan ornamen. Pewarnaan memakai warna coklat, krem, dan emas bernuansa tradisional. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-069-flora_113.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-069-flora_113.jpg,flora,0,77a513ce71be0417b1b76cc42f39d48a,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola ulang himpunan,irama repetitif; kesatuan ornamen; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",mempertahankan karakter tekstur tenun ikat tradisional,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang himpunan, dengan irama repetitif, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-070-flora_86.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-070-flora_86.jpg,flora,0,670235fbe689325c1e45d1819765f0e2,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,distorsi,pola acak terkontrol,proporsi seimbang; klimaks visual yang jelas; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",layak diterapkan pada proses ikat tenun Endek,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola acak terkontrol, dengan proporsi seimbang, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus layak diterapkan pada proses ikat tenun Endek, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-071-flora_109.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-071-flora_109.jpg,flora,0,07f49e8c24f425c953a49eff50a04d5f,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,deformasi,pola ulang menyeluruh,keseimbangan visual; proporsi seimbang; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",motif tetap terbaca pada skala benang,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan keseimbangan visual, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-072-flora_102.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-072-flora_102.jpg,flora,0,11774341f3b79d652fabe8efa8549d6f,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,deformasi,pola tunggal,proporsi seimbang; irama repetitif; kesatuan ornamen,"warna coklat, krem, dan emas bernuansa tradisional","mempertimbangkan jarak antar ikatan minimal 0,5 cm agar warna celupan dapat masuk",digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola tunggal, dengan proporsi seimbang, irama repetitif, dan kesatuan ornamen. Pewarnaan memakai warna coklat, krem, dan emas bernuansa tradisional. Desain harus mempertimbangkan jarak antar ikatan minimal 0,5 cm agar warna celupan dapat masuk, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-073-flora_85.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-073-flora_85.jpg,flora,0,ffc69197b1844604cb006eb00b7619d4,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,deformasi,pola ulang menyeluruh,proporsi seimbang; proporsi seimbang; kesatuan ornamen,warna merah dan emas yang kontras,motif tetap terbaca pada skala benang,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan proporsi seimbang, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna merah dan emas yang kontras. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-074-flora_112.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-074-flora_112.jpg,flora,0,747ed7740250abf50cb18851937542b8,Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian,bunga kamboja sebagai simbol kesucian,distorsi,pola tunggal,klimaks visual yang jelas; kesatuan ornamen; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",mempertahankan karakter tekstur tenun ikat tradisional,digunakan dalam konteks budaya Bali,"Motif Endek Flora berbasis bunga kamboja sebagai simbol kesucian. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga kamboja sebagai simbol kesucian. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola tunggal, dengan klimaks visual yang jelas, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan digunakan dalam konteks budaya Bali."
flora/F-075-flora_91.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-075-flora_91.jpg,flora,0,4e3a42f8ed0ac09792a26165ebd37469,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,stilasi,pola ulang menyeluruh,keseimbangan visual; proporsi seimbang; kesatuan ornamen,warna hijau dan kuning yang harmonis,mempertahankan karakter tekstur tenun ikat tradisional,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang menyeluruh, dengan keseimbangan visual, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna hijau dan kuning yang harmonis. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
flora/F-076-flora_108.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-076-flora_108.jpg,flora,0,d7a986d2c91784d704f6272c1957eb3b,Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali,daun dan sulur tanaman tropis Bali,distorsi,pola ulang menyeluruh,kesatuan ornamen; klimaks visual yang jelas; kesatuan ornamen,"warna coklat, krem, dan emas bernuansa tradisional",struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis daun dan sulur tanaman tropis Bali. Desain kain Endek Bali bertema flora yang terinspirasi dari daun dan sulur tanaman tropis Bali. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola ulang menyeluruh, dengan kesatuan ornamen, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna coklat, krem, dan emas bernuansa tradisional. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-077-flora_111.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-077-flora_111.jpg,flora,0,6d4fc1b25693468fcf03ca6c2b89a4db,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,stilasi,pola ulang himpunan,klimaks visual yang jelas; proporsi seimbang; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",mempertahankan karakter tekstur tenun ikat tradisional,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang himpunan, dengan klimaks visual yang jelas, proporsi seimbang, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
flora/F-078-flora_90.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-078-flora_90.jpg,flora,0,dc9fabdea76be0bc245f646f389cd6b2,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,distorsi,pola tunggal,proporsi seimbang; kontras bentuk dan warna; kesatuan ornamen,warna cerah khas kain upacara Bali,mempertahankan karakter tekstur tenun ikat tradisional,memadukan unsur lama dan unsur baru secara kreatif,"Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik distorsi, yaitu perubahan bentuk dengan penekanan atau pelebaran proporsi untuk menghasilkan karakter visual yang lebih ekspresif. Tata letak menggunakan pola tunggal, dengan proporsi seimbang, kontras bentuk dan warna, dan kesatuan ornamen. Pewarnaan memakai warna cerah khas kain upacara Bali. Desain harus mempertahankan karakter tekstur tenun ikat tradisional, tetap mempertahankan tekstur tenun ikat tradisional, dan memadukan unsur lama dan unsur baru secara kreatif."
flora/F-079-flora_89.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-079-flora_89.jpg,flora,0,f3a02a2cc5e0463f130c45a99793e0b0,Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan,bunga teratai sebagai simbol keindahan dan keseimbangan,deformasi,pola ulang menyeluruh,proporsi seimbang; kesatuan ornamen; kesatuan ornamen,"warna biru, hitam, dan putih dengan kontras kuat",struktur ornamen tidak terlalu rapat sehingga dapat diendekkan,"mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali","Motif Endek Flora berbasis bunga teratai sebagai simbol keindahan dan keseimbangan. Desain kain Endek Bali bertema flora yang terinspirasi dari bunga teratai sebagai simbol keindahan dan keseimbangan. Motif dibuat menggunakan teknik deformasi, yaitu penyederhanaan struktur dan proporsi bentuk asli menjadi bentuk baru yang lebih dekoratif. Tata letak menggunakan pola ulang menyeluruh, dengan proporsi seimbang, kesatuan ornamen, dan kesatuan ornamen. Pewarnaan memakai warna biru, hitam, dan putih dengan kontras kuat. Desain harus struktur ornamen tidak terlalu rapat sehingga dapat diendekkan, tetap mempertahankan tekstur tenun ikat tradisional, dan mengutamakan nilai estetika, fungsi, dan identitas lokal Endek Bali."
flora/F-080-flora_95.jpg,D:\DISERTASI_S3\WIWIK\DATASET_L2\EndekGAN\EndekGAN_Dataset\flora\F-080-flora_95.jpg,flora,0,db2463653815cf7058f731b6e7de1eeb,Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang,motif bunga lokal dengan kelopak berulang,stilasi,pola ulang himpunan,klimaks visual yang jelas; klimaks visual yang jelas; kesatuan ornamen,warna merah dan emas yang kontras,motif tetap terbaca pada skala benang,menjaga kesakralan dan kepantasan motif,"Motif Endek Flora berbasis motif bunga lokal dengan kelopak berulang. Desain kain Endek Bali bertema flora yang terinspirasi dari motif bunga lokal dengan kelopak berulang. Motif dibuat menggunakan teknik stilasi, yaitu penggayaan bentuk asli menjadi ornamen dekoratif dengan tetap mempertahankan ciri utama objek sumber. Tata letak menggunakan pola ulang himpunan, dengan klimaks visual yang jelas, klimaks visual yang jelas, dan kesatuan ornamen. Pewarnaan memakai warna merah dan emas yang kontras. Desain harus motif tetap terbaca pada skala benang, tetap mempertahankan tekstur tenun ikat tradisional, dan menjaga kesakralan dan kepantasan motif."
